60404.188715 60404.707199 0.030431 0.024381
60405.156678 60405.417731 0.072878 0.030123
60406.189410 60406.321088 0.059442 0.037396
60409.431400 60409.627014 0.033170 0.024185
60410.462882 60410.659120 0.059098 0.023491
60411.430498 60411.691273 0.013217 0.018998
60412.462373 60412.722986 0.066430 0.020152
60414.461910 60414.980718 0.059599 0.014260
60415.429317 60415.948148 0.040950 0.012122
60416.009826 60416.979988 0.039560 0.010600
60417.041829 60417.947338 0.033379 0.009716
60418.008912 60418.979190 0.035709 0.009053
60419.041516 60419.946528 0.024595 0.009436
60420.007928 60420.978299 0.044718 0.009009
60421.039618 60421.945451 0.028843 0.008433
60422.006725 60422.977141 0.026252 0.008461
60423.038345 60423.106285 0.029776 0.025872
60424.908044 60424.976389 0.016306 0.022292
60425.037326 60425.943634 0.021867 0.008996
60426.004132 60426.975787 0.003349 0.008163
60427.035775 60427.943495 -0.005011 0.007951
60428.003137 60428.975787 0.005097 0.008039
60429.035150 60429.492245 0.032737 0.012073
60432.119132 60432.589398 -0.011628 0.012144
60433.150706 60433.351991 0.003631 0.017677
60436.250660 60436.967523 -0.002440 0.010831
60437.090313 60438.000370 0.002356 0.010966
60438.316771 60438.967500 -0.001313 0.012798
60439.349711 60439.934051 0.008632 0.014402
60440.446400 60440.579074 0.038245 0.031168
60442.652650 60442.979329 0.026443 0.014767
60443.039711 60443.947176 0.032474 0.010554
60444.007812 60444.075926 0.027783 0.023255
60445.684225 60445.945451 0.007416 0.015270
60446.006551 60446.976632 -0.000165 0.007419
60447.037998 60447.943426 0.013734 0.007998
60448.004757 60448.974537 0.005912 0.007625
60449.035972 60449.941169 0.003143 0.007687
60450.002824 60450.972269 0.004253 0.007768
60451.033924 60451.938843 -0.001932 0.008237
60452.000486 60452.969873 -0.000146 0.008706
60453.031493 60454.000833 -0.018629 0.008473
60454.323414 60454.390556 -0.001331 0.024884
60456.319271 60456.966898 0.021241 0.011389
60457.028623 60457.998819 0.008317 0.011210
60458.253970 60458.965764 0.021658 0.012475
60459.027488 60459.868657 0.057586 0.013981
60460.252836 60460.835301 0.045118 0.014516
60461.220382 60461.852917 0.043899 0.016389
60462.593275 60462.724826 0.028843 0.022595
60463.333414 60463.916991 0.002868 0.015840
60464.301424 60464.948912 0.016367 0.016768
60465.268322 60465.980856 0.026061 0.016377
60466.107211 60466.948333 0.023639 0.016004
60467.009988 60467.980648 0.023727 0.014564
60468.041748 60468.948194 0.007064 0.014268
60469.654792 60469.657697 0.003620 0.026967
60470.041377 60470.947130 -0.005607 0.014932
60471.009248 60471.979514 0.019529 0.015378
60472.041632 60472.819190 0.015131 0.016610
60473.009340 60473.786991 0.044323 0.017403
60474.041655 60474.753981 0.010065 0.017632
60475.009363 60475.980370 -0.019861 0.017101
60476.041655 60476.496227 -0.007356 0.021829
60477.009780 60477.271227 -0.010919 0.027382
60478.042627 60478.238912 0.014007 0.030543
60479.075498 60479.142616 0.014952 0.042940
60482.253738 60482.384977 -0.006778 0.023893
60483.221238 60483.481921 -0.017936 0.015583
